Name,Link,Distributer,Developer,Release Date,Also On,Summary,Metascore,Meta Status,# of Critic Reviews,Critic Positive,Critic Mixed,Critic Negative,Userscore,Userscore Status,# of User Reviews,User Positive,User Mixed,User Negative,Genres,# Of Players,Rating,Awards
warlords-battlecry,https://www.metacritic.com/game/pc/warlords-battlecry,SSI,Strategic Studies Group,9-Jul-00,,Prepare to enter the next generation of RTS. You'll develop a hero to lead your forces into battle. Share your abilities and spells with surrounding members of your army. And develop your hero as you expand your empire. Because what's the fun of winning a battle if you don't know who to carry off on your shoulders? [Mattel Interactive] Collapse,82,generally favorable reviews,19,18,1,0,7.7,generally favorable reviews,23,4,0,1,"Strategy, General, General",16,T,"#36 Best PC Game of 2000
#58 Most Discussed PC Game of 2000"
citizen-sleeper,https://www.metacritic.com/game/pc/citizen-sleeper,Fellow Traveller,Jump Over The Age,5-May-22,"Switch, Xbox One, Xbox Series X","
Live the life of an escaped worker, washed-up on a lawless station at the edge of an interstellar society. Inspired by the flexibility and freedom of Tabletop RPGs, explore the station, choose your friends, escape your past and change your future.
LIFE ON ERLIN'S EYE
An abandoned station on the edge of a system in crisis. Run down, chaotic, unruly, and alive〞it was founded by idealists in the shadow of a corporate collapse. Now it is held together by anarchic alliances, ramshackle factions and a shared desire to be free from the gravity of corporate control.

DO THE WORK. GET PAID. SURVIVE.
Every cycle you get up and choose what to do with your time. Toil in the yards, or take a bar shift. Search the markets for rare components or grab some street food. Make or break alliances, uncover truths and escape those that hunt you. Learn to survive and ultimately thrive, one cycle at a time.

TURN UP FOR YOUR FRIENDS
The station plays host to characters from all walks of life, trying to eke out an existence among the stars. Salvagers, engineers, hackers, bartenders, street-food vendors, each has a history which brought them here. You choose which of them you wish to help, and together you will shape your future.

ACCESS THEIR SECRETS
Hack into the station＊s cloud to access decades of digital data, uncover new areas and unlock secrets. This is your unique power, and with it you can change your future. Corporate secrets, rogue AIs and troves of lost data await those willing to dive into the depths of the station＊s networks.

YOU WERE MADE TO DIE
Essen-Arp: to them you are just property, one more asset in a portfolio that stretches across the stars. You are the product of an abusive system, in a universe where humanity＊s expansion is marked by exploitation and extraction. Escape the makers of your decaying body, and chart your own path in a richly imagined, deeply relevant sci-fi world which explores ideas of precarity, personhood and freedom. Collapse",82,generally favorable reviews,17,16,1,0,7.5,generally favorable reviews,34,8,1,1,"Role-Playing, Action Adventure, General, Western-Style",No Online Multiplayer,,#63 Best PC Game of 2022
sam-max-episode-201-ice-station-santa,https://www.metacritic.com/game/pc/sam-max-episode-201-ice-station-santa,"Telltale Games , GameTap",Telltale Games,8-Nov-07,iPhone/iPad,"He's the most powerful opponent they've ever faced, an ancient being of myth 每 Santa Claus! With Christmas presents on the attack and carols of gunshots, Sam & Max must storm the North Pole to bring down a less-than-jolly foe. Can our heroes save the world's children from a holiday tainted by tears, turmoil, and Torture-Me-Elmer? Find out in the Season Two premiere, Ice Station Santa! [GameTap] Collapse",82,generally favorable reviews,32,29,3,0,8.2,generally favorable reviews,21,3,0,0,"Adventure, General, 3D, Point-and-Click, Third-Person",No Online Multiplayer,T,"#34 Best PC Game of 2007
#77 Most Shared PC Game of 2007"
technobabylon,https://www.metacritic.com/game/pc/technobabylon,Wadjet Eye Games,Technocrat,21-May-15,iPhone/iPad,"Technobabylon takes place in a dystopian cyberpunk future where genetic engineering is the norm, the addictive Trance has replaced almost any need for human interaction, and an omnipresent AI named Central powers the city. Its all-seeing CEL police force keeps tabs on everyone... including three people who are about to meet their maker. Collapse",82,generally favorable reviews,26,24,2,0,7.7,generally favorable reviews,80,11,4,1,"Adventure, General, Point-and-Click",,,#41 Best PC Game of 2015
world-of-warcraft-mists-of-pandaria,https://www.metacritic.com/game/pc/world-of-warcraft-mists-of-pandaria,Blizzard Entertainment,Blizzard Entertainment,25-Sep-12,,"World of Warcraft: Mists of Pandaria is the latest expansion set for WoW, set on the new continent of Pandaria. Unlock The Mysteries of Pandaria. You've stopped Deathwing's destructive rampage and saved the dragonflights from their extinction. Now you you're tasked with unlocking the mysteries of the lost continent and discovering the dark secrets of Pandaria's past. Explore ancient kingdoms hidden since before the Sundering, plunder vast treasures from the depths of the forgotten vaults, and prepare to defend Pandaria from the shadow of a long buried evil - before it's too late. Collapse",82,generally favorable reviews,42,38,4,0,5.8,mixed or average reviews,1711,156,38,228,"Fantasy, Role-Playing, Miscellaneous, Massively Multiplayer Online, Massively Multiplayer, Board / Card Game, Fantasy",,T,"#37 Best PC Game of 2012
#18 Most Discussed PC Game of 2012
#62 Most Shared PC Game of 2012"
filament,https://www.metacritic.com/game/pc/filament,Kasedo Games,Beard Envy,23-Apr-20,Switch,"An abandoned spaceship, missing crew and a lone mysterious voice. Solve challenging puzzles and uncover what really happened to the crew of The Alabaster.",82,generally favorable reviews,11,9,2,0,6.1,mixed or average reviews,13,3,1,1,"Adventure, Puzzle, Action, General",No Online Multiplayer,,#47 Best PC Game of 2020
fifa-15,https://www.metacritic.com/game/pc/fifa-15,Electronic Arts,EA Sports,23-Sep-14,"3DS, PlayStation 3, PlayStation 4, PlayStation Vita, Xbox 360, Xbox One","New to this year's installment, players have memories and will show emotion based on the context of the match. With over 600 new emotional reactions, players now respond to pivotal moments on the pitch 每 bad tackles, missed chances, epic goals - as they would in real life. Refined commentary highlights unique fan reactions, while chants and behaviors will be relevant to country or even your club. New bench reactions, side line character animations, 10-man goal celebrations, and more will strive to keep you engaged in the story of the match. Your teammates and opponents now recognize what＊s happening in the match and will adjust their tactics just like real players. Collapse",82,generally favorable reviews,9,8,1,0,4.5,generally unfavorable reviews,457,20,16,83,"Sports, Traditional, Team, Soccer, Sim",,E,"#41 Best PC Game of 2014
#49 Most Discussed PC Game of 2014
#59 Most Shared PC Game of 2014"
recettear-an-item-shops-tale,https://www.metacritic.com/game/pc/recettear-an-item-shops-tale,Carpe Fulgur,EasyGameStation,10-Sep-10,,"Recettear is the story of an item shop, the girl who lives in it, and the fairy who turned her life upside down. Recette Lemongrass finds herself in charge of an item shop built into her house, in order to pay back a loan her father took and then skipped out on - and Tear, her newfound fairy ""companion"", won't take no for an answer! As Recette, you have to decide how you'll get your stock - either through playing the markets in town or going out into the wild with an adventuring friend and thrashing beasts until they give up the goodies - how much to sell things for, what the shop should look like, and how to best go about getting the money Tear needs to pay off the loan. If you can't come up with the money... well, hope you like living in a cardboard box. Collapse",82,generally favorable reviews,12,10,2,0,8.7,generally favorable reviews,187,30,14,2,"Simulation, Miscellaneous, Virtual Life, Virtual, Virtual Life",No Online Multiplayer,,"#30 Best PC Game of 2010
#46 Most Discussed PC Game of 2010
#95 Most Shared PC Game of 2010"
forza-motorsport-7,https://www.metacritic.com/game/pc/forza-motorsport-7,Microsoft Game Studios,Turn 10,3-Oct-17,Xbox One,"Experience the thrill of motorsport at the limit. Enjoy graphics at 60fps and native 4K resolution in HDR. Collect and race more than 700 cars, including the largest collection of Ferraris, Porsches, and Lamborghinis ever. Challenge yourself across 30 famous destinations and 200 ribbons, where race conditions change every time you return to the track. [Microsoft] Collapse",82,generally favorable reviews,17,13,4,0,5,mixed or average reviews,297,24,14,45,"Racing, Simulation, Automobile",24,E,"#51 Best PC Game of 2017
#44 Most Discussed PC Game of 2017
#95 Most Shared PC Game of 2017"
ether-one,https://www.metacritic.com/game/pc/ether-one,White Paper Games,White Paper Games,25-Mar-14,PlayStation 4,"Ether One is a first person adventure that deals with the fragility of the human mind. There are two paths in the world you can choose from. At its core is a story exploration path free from puzzles where you can unfold the story at your own pace. There is also a deeper, more adventurous path in which you can complete complex puzzles to restore life changing events of the patients history in order to help the validation of their life. The choice is left to you. Collapse",82,generally favorable reviews,20,16,4,0,6.5,mixed or average reviews,53,2,1,5,"General, Adventure, General, 3D, First-Person",No Online Multiplayer,E10+,#42 Best PC Game of 2014
cult-of-the-lamb,https://www.metacritic.com/game/pc/cult-of-the-lamb,Devolver Digital,Massive Monster,11-Aug-22,"PlayStation 4, PlayStation 5, Switch, Xbox One, Xbox Series X","Start your own cult in a land of false prophets, venturing out into diverse and mysterious regions to build a loyal community of woodland worshippers and spread your Word to become the one true cult. BUILD YOUR FLOCK. Collect and use resources to build new structures, perform dark rituals to appease the gods, and give sermons to reinforce the faith of your flock. DESTROY THE NON-BELIEVERS. Explore a sprawling, randomly generated world, fight off hordes of enemies and defeat rival cult leaders in order to absorb their power and assert your cult's dominance. SPREAD YOUR WORD. Train your flock and embark on a quest to explore and discover the secrets of five mysterious regions. Cleanse the non-believers, spread enlightenment and perform mystical rituals on the journey to become the mighty lamb god. Collapse",82,generally favorable reviews,88,78,9,1,7.8,generally favorable reviews,156,48,7,10,"Action Adventure, General",No Online Multiplayer,,"#64 Best PC Game of 2022
#35 Most Discussed PC Game of 2022"
the-vanishing-of-ethan-carter,https://www.metacritic.com/game/pc/the-vanishing-of-ethan-carter,The Astronauts,The Astronauts,25-Sep-14,"PlayStation 4, Switch, Xbox One",The Vanishing of Ethan Carter is a first-person story-driven mystery focused on exploration and discovery. As occult-minded private detective Paul Prospero communicates with the dead to discover the fate of a missing boy and the mystery behind a dark ancient force inhabiting Red Creek Valley.,82,generally favorable reviews,66,56,10,0,7.9,generally favorable reviews,845,103,65,21,"Miscellaneous, Adventure, General, 3D, First-Person",No Online Multiplayer,M,"#43 Best PC Game of 2014
#32 Most Discussed PC Game of 2014
#40 Most Shared PC Game of 2014"
flight-simulator-x-acceleration,https://www.metacritic.com/game/pc/flight-simulator-x-acceleration,Microsoft Game Studios,Microsoft Game Studios,23-Oct-07,,"The Flight Simulator X Acceleration Expansion Pack delivers an all new thrilling multiplayer race mode, new action-packed missions, and even more new content! Challenge friends in the new racing mode, or test your flight skills in the 20 new missions like being a NASA test pilot, performing search and rescue on an ocean liner, or navigating a whiteout blizzard in the backcountry. Also included are six new scenery maps including the famed Red Bull Air Race courses, and three new planes such as the F/A-18A Hornet, EH-101 Helicopter and P-51D Mustang. [Microsoft] Collapse",82,generally favorable reviews,15,12,3,0,7.5,generally favorable reviews,30,5,0,1,"Simulation, Flight, Modern Jet, Combat, Civilian",,E10+,"#35 Best PC Game of 2007
#42 Most Shared PC Game of 2007"
